,index,store,brand,week,feat,price,AGE60,EDUC,ETHNIC,INCOME,HHLARGE,WORKWOM,HVAL150,SSTRDIST,SSTRVOL,CPDIST5,CPWVOL5,brand_dominicks,brand_minute.maid,brand_tropicana,score,logmove,datetime
4313,4313,80,tropicana,18,0,3.19,0.152691263,0.304465687,0.041910238,10.90950929,0.099890045,0.403603604,0.548122392,0.323594391,0.5,1.755245053,0.356535884,0.0,0.0,1.0,9.341269667389987,9.317938383,2023-08-19
4314,4314,115,tropicana,18,0,3.51,0.060280055,0.406312482,0.043971995,10.94748525,0.151332196,0.405279954,0.64424253,4.837982618,0.952380952,1.717685861,0.350483258,0.0,0.0,1.0,9.005543225280007,9.093357017,2023-08-19
4315,4315,89,minute.maid,18,0,2.75,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,0.0,1.0,0.0,8.683599335960015,8.803273983,2023-08-19
4316,4316,18,minute.maid,18,0,2.38,0.272313368,0.072246456,0.074417144,10.39197554,0.097937631,0.313907719,0.093351946,1.980307092,0.666666667,1.684315129,0.154224764,0.0,1.0,0.0,9.087274456729988,9.086136769,2023-08-19
4317,4317,59,dominicks,18,1,1.14,0.110818913,0.233036093,0.024246568,10.7150398,0.140676118,0.390696107,0.292651757,0.217274596,1.0,3.331154049,0.395539036,1.0,0.0,0.0,11.4913961203,11.62910722,2023-08-19
4318,4318,101,minute.maid,18,0,2.74,0.225035218,0.174741859,0.087422017,10.65993812,0.096042271,0.390065147,0.354573672,4.849622717,0.5,2.200317948,0.342081421,0.0,1.0,0.0,8.728266984780001,8.812843434,2023-08-19
4319,4319,84,dominicks,18,1,1.24,0.122100005,0.188094318,0.02963639,10.76561773,0.161592506,0.346358237,0.491441083,0.966161669,1.684210526,1.582358998,0.618634025,1.0,0.0,0.0,11.20990865279999,11.22021745,2023-08-19
4320,4320,103,minute.maid,18,0,2.46,0.058053966,0.194621102,0.187760899,10.58524512,0.204916868,0.36129428,0.090007348,5.100649474,1.2,3.300102441,0.421982695,0.0,1.0,0.0,8.12765048395999,8.184234774,2023-08-19
4321,4321,53,dominicks,18,1,1.24,0.300278681,0.2703835,0.065722248,10.60000405,0.113686757,0.312635693,0.441323063,10.45970992,1.0,2.132004658,0.332950694,1.0,0.0,0.0,11.695273332900006,11.94460398,2023-08-19
4322,4322,71,dominicks,18,1,1.24,0.26807087,0.159588077,0.074828009,10.40483843,0.075013729,0.303101737,0.163882428,6.673879403,1.45,1.818358986,0.266474174,1.0,0.0,0.0,11.678251856600005,11.81946855,2023-08-19
4323,4323,95,dominicks,18,1,1.24,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,1.0,0.0,0.0,11.015415068200005,10.87183928,2023-08-19
4324,4324,121,tropicana,18,0,3.04,0.16358133,0.35061287,0.039173539,10.94992897,0.091693756,0.382304265,0.61086249,3.751225161,1.090909091,2.069345766,0.559533568,0.0,0.0,1.0,9.149497108530005,9.093357017,2023-08-19
4325,4325,100,tropicana,18,0,2.99,0.136995144,0.049550286,0.564086801,10.0365751,0.216354344,0.267233951,0.011117974,8.369534986,1.115384615,2.109824346,0.197683955,0.0,0.0,1.0,9.060583642070004,9.17616292,2023-08-19
4326,4326,48,minute.maid,18,0,2.84,0.097921961,0.303260384,0.099491703,10.75602879,0.07848683,0.459682823,0.303356282,4.65068687,1.615384615,2.198071182,0.904416734,0.0,1.0,0.0,8.468752233620009,8.449342525,2023-08-19
4327,4327,116,minute.maid,18,0,2.61,0.18817339,0.259224748,0.033137058,10.69711335,0.117657192,0.35563513,0.308160505,3.215079635,1.666666667,1.55776418,0.812883335,0.0,1.0,0.0,8.413576980030006,8.502688505,2023-08-19
4328,4328,92,dominicks,18,1,1.24,0.137827632,0.27012665,0.375388716,10.65780038,0.15049505,0.323033209,0.134417808,3.764544229,2.25,1.591835871,0.348654011,1.0,0.0,0.0,11.56515164989999,11.72208368,2023-08-19
4329,4329,77,tropicana,18,0,3.19,0.10110045,0.376871097,0.073507887,10.98312087,0.118093174,0.414163823,0.624113475,1.875487675,1.176470588,2.510313339,0.554352329,0.0,0.0,1.0,8.658175154309992,8.577723691,2023-08-19
4330,4330,129,minute.maid,18,0,2.59,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,0.0,1.0,0.0,8.961373128970006,9.034080407,2023-08-19
4331,4331,47,dominicks,18,1,1.24,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,1.0,0.0,0.0,10.997680999099988,11.08251171,2023-08-19
4332,4332,49,minute.maid,18,0,2.81,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,0.0,1.0,0.0,8.076669176570011,8.050703382,2023-08-19
4333,4333,67,tropicana,18,0,3.04,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,0.0,0.0,1.0,8.479881636370012,8.462948177,2023-08-19
4334,4334,92,minute.maid,18,0,2.58,0.137827632,0.27012665,0.375388716,10.65780038,0.15049505,0.323033209,0.134417808,3.764544229,2.25,1.591835871,0.348654011,0.0,1.0,0.0,8.604437719199993,8.723231275,2023-08-19
4335,4335,44,tropicana,18,0,3.51,0.190982776,0.329738388,0.037632074,10.86915875,0.116388096,0.340794382,0.64268521,6.134798707,0.615384615,1.64310311,0.539190205,0.0,0.0,1.0,8.679734213640003,8.636219898,2023-08-19
4336,4336,74,minute.maid,18,0,2.89,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,0.0,1.0,0.0,8.384863847869992,8.184234774,2023-08-19
4337,4337,81,minute.maid,18,0,2.74,0.181118938,0.234201612,0.073961623,10.71993585,0.088337065,0.42954279,0.478846154,3.768907476,0.791666667,1.132215571,0.379390304,0.0,1.0,0.0,8.657237549230006,8.61323038,2023-08-19
4338,4338,51,minute.maid,18,0,2.77,0.176159718,0.171916711,0.025425719,10.62083942,0.130340815,0.313189796,0.316889001,2.102553804,1.25,2.226766425,0.310202569,0.0,1.0,0.0,8.382853233789996,8.407378325,2023-08-19
4339,4339,54,minute.maid,18,0,2.78,0.090222278,0.421125644,0.046640859,10.91089788,0.103522408,0.43671875,0.646023263,4.899564267,1.333333333,1.963412365,0.645830051,0.0,1.0,0.0,8.295634865170008,8.253227646,2023-08-19
4340,4340,84,tropicana,18,0,3.51,0.122100005,0.188094318,0.02963639,10.76561773,0.161592506,0.346358237,0.491441083,0.966161669,1.684210526,1.582358998,0.618634025,0.0,0.0,1.0,8.194129640629997,8.090708716,2023-08-19
4341,4341,2,minute.maid,18,0,2.98,0.232864734,0.248934934,0.114279949,10.55320518,0.103953406,0.303585347,0.463887065,2.110122129,1.142857143,1.927279669,0.376926613,0.0,1.0,0.0,8.289647613140005,8.253227646,2023-08-19
4342,4342,107,tropicana,18,0,3.51,0.261867453,0.273051907,0.025624482,10.82713119,0.094316953,0.311220523,0.533949633,5.821370205,1.19047619,1.994644862,0.300364461,0.0,0.0,1.0,8.966591052160009,8.946374826,2023-08-19
4343,4343,67,dominicks,18,1,1.14,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,1.0,0.0,0.0,11.231910752599983,11.50682691,2023-08-19
4344,4344,2,tropicana,18,0,3.56,0.232864734,0.248934934,0.114279949,10.55320518,0.103953406,0.303585347,0.463887065,2.110122129,1.142857143,1.927279669,0.376926613,0.0,0.0,1.0,8.736877954100004,8.68067166,2023-08-19
4345,4345,21,dominicks,18,1,1.14,0.066896458,0.17750345,0.105038777,10.71619397,0.164179104,0.406070931,0.123485737,0.267524672,1.05,1.953944431,0.602073176,1.0,0.0,0.0,11.266163122600007,11.20813793,2023-08-19
4346,4346,33,tropicana,18,0,2.99,0.134169965,0.419688004,0.130127179,10.34592726,0.013506356,0.472308288,0.862559242,3.129556199,2.416666667,0.867215261,0.752824617,0.0,0.0,1.0,8.906875100400004,8.859363449,2023-08-19
4347,4347,62,tropicana,18,0,3.56,0.222534262,0.517760337,0.026510896,11.23619652,0.103979265,0.322765158,0.916699488,5.452685258,0.705882353,2.184049779,0.201722445,0.0,0.0,1.0,9.268469140849987,9.221478116,2023-08-19
4348,4348,45,minute.maid,18,0,2.36,0.128857348,0.280150164,0.087233873,10.74537796,0.083717204,0.464112624,0.342017119,3.158816596,1.25,2.891890631,0.887524737,0.0,1.0,0.0,8.355488829130005,8.363575703,2023-08-19
4349,4349,74,tropicana,18,0,3.51,0.307397856,0.07119776,0.041542429,10.48001664,0.090196478,0.297796572,0.15625,7.05964577,0.666666667,2.533639879,0.394653498,0.0,0.0,1.0,8.684179451540004,8.636219898,2023-08-19
4350,4350,40,tropicana,18,0,2.66,0.1818518,0.072128605,0.044053067,10.55025042,0.126812989,0.306107955,0.068989386,1.086386161,0.4,1.28992007,0.444661211,0.0,0.0,1.0,8.50987677817999,8.42156296,2023-08-19
4351,4351,89,tropicana,18,0,2.99,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,0.0,0.0,1.0,8.737790162830008,8.743850562,2023-08-19
4352,4352,83,tropicana,18,0,3.19,0.200834686,0.145984905,0.107628101,10.45607873,0.098153547,0.330632306,0.050756901,1.346800846,1.6,3.901358126,0.261860719,0.0,0.0,1.0,8.55846828423999,8.577723691,2023-08-19
4353,4353,68,dominicks,18,1,1.24,0.181417756,0.159721511,0.220991053,10.1883657,0.108476376,0.330539657,0.218654434,6.650601624,1.538461538,1.626191859,0.125092069,1.0,0.0,0.0,11.120859169399992,11.04745554,2023-08-19
4354,4354,14,tropicana,18,0,3.56,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,0.0,0.0,1.0,8.624200678459992,8.528330936,2023-08-19
4355,4355,76,dominicks,18,1,1.24,0.149192423,0.087711787,0.425324028,10.1406129,0.144373905,0.296352584,0.096330275,3.558380317,0.909090909,1.07563146,0.214416531,1.0,0.0,0.0,11.73258752089999,11.75427036,2023-08-19
4356,4356,12,tropicana,18,0,2.99,0.178341405,0.253412969,0.380697988,9.996659083,0.057212416,0.390941597,0.386627907,9.198733552,1.111111111,0.83930322,0.10599881,0.0,0.0,1.0,9.444800577440011,9.515469358,2023-08-19
4357,4357,121,dominicks,18,1,1.14,0.16358133,0.35061287,0.039173539,10.94992897,0.091693756,0.382304265,0.61086249,3.751225161,1.090909091,2.069345766,0.559533568,1.0,0.0,0.0,11.027831248500004,11.0775783,2023-08-19
4358,4358,113,dominicks,18,1,1.24,0.299352545,0.151592429,0.026448309,10.64766049,0.091559829,0.297514876,0.378173027,4.235048902,0.52173913,3.305794933,0.366915963,1.0,0.0,0.0,11.515619493,11.51516296,2023-08-19
4359,4359,45,tropicana,18,0,2.99,0.128857348,0.280150164,0.087233873,10.74537796,0.083717204,0.464112624,0.342017119,3.158816596,1.25,2.891890631,0.887524737,0.0,0.0,1.0,8.730281490730015,8.754002934,2023-08-19
4360,4360,89,dominicks,18,1,1.24,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,1.0,0.0,0.0,11.786411937599992,11.72932634,2023-08-19
4361,4361,98,dominicks,18,1,1.14,0.24920053,0.051702821,0.164963731,10.57359638,0.125409403,0.299584392,0.009843473,6.23035712,1.5,3.133176717,0.381569368,1.0,0.0,0.0,11.883435089900011,11.93583749,2023-08-19
4362,4362,14,tropicana,19,0,3.56,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,0.0,0.0,1.0,8.837564732150005,8.903815212,2023-08-20
4363,4363,47,dominicks,19,0,1.59,0.125798297,0.140598651,0.120675891,10.63532646,0.145731588,0.398027021,0.335671343,4.910910687,2.028571429,1.967744964,0.794855358,1.0,0.0,0.0,7.470551688229998,7.416979621,2023-08-20
4364,4364,97,tropicana,19,0,3.66,0.142433234,0.178182783,0.233612085,10.48374595,0.139324117,0.390218878,0.135732648,16.73439396,1.1875,2.520728232,0.271672959,0.0,0.0,1.0,7.184035858419993,7.294377299,2023-08-20
4365,4365,56,tropicana,19,0,3.51,0.192888549,0.237550719,0.041356019,10.83182543,0.105927922,0.362168183,0.578125,4.865720568,0.533333333,2.998578338,0.496126662,0.0,0.0,1.0,8.721391961279991,8.841014311,2023-08-20
4366,4366,71,dominicks,19,0,1.59,0.26807087,0.159588077,0.074828009,10.40483843,0.075013729,0.303101737,0.163882428,6.673879403,1.45,1.818358986,0.266474174,1.0,0.0,0.0,7.231933790749992,7.103322063,2023-08-20
4367,4367,14,minute.maid,19,0,3.17,0.213949275,0.348293024,0.034178744,11.04392933,0.107894294,0.362305746,0.750769908,3.320947571,0.75,2.359891293,0.73181003,0.0,1.0,0.0,8.171759826219985,8.129174997,2023-08-20
4368,4368,94,dominicks,19,0,1.59,0.103002197,0.229390404,0.059311691,10.7445158,0.128111377,0.402313223,0.367446809,3.960019335,1.494736842,1.804932958,0.42732801,1.0,0.0,0.0,7.888706117609994,8.166216269,2023-08-20
4369,4369,83,tropicana,19,0,3.19,0.200834686,0.145984905,0.107628101,10.45607873,0.098153547,0.330632306,0.050756901,1.346800846,1.6,3.901358126,0.261860719,0.0,0.0,1.0,8.72531863920999,8.841014311,2023-08-20
4370,4370,95,minute.maid,19,0,3.17,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,0.0,1.0,0.0,8.521099852430003,8.938006577,2023-08-20
4371,4371,54,dominicks,19,0,1.59,0.090222278,0.421125644,0.046640859,10.91089788,0.103522408,0.43671875,0.646023263,4.899564267,1.333333333,1.963412365,0.645830051,1.0,0.0,0.0,7.337101029900006,7.336936914,2023-08-20
4372,4372,104,tropicana,19,0,3.51,0.135286373,0.249684461,0.039405624,10.69885282,0.117514274,0.405306896,0.407496492,11.94482409,1.052631579,1.342004856,0.189129482,0.0,0.0,1.0,8.080153455579994,8.129174997,2023-08-20
4373,4373,109,tropicana,19,0,3.56,0.151055656,0.476916693,0.060687451,11.23319833,0.114171257,0.340806694,0.878804348,7.481499805,0.714285714,2.416943478,0.394100191,0.0,0.0,1.0,9.676569041779995,9.749870064,2023-08-20
4374,4374,64,minute.maid,19,0,2.99,0.141992021,0.16082131,0.070034198,10.60581744,0.135339885,0.391294542,0.093860685,3.503787688,1.923076923,1.939224403,0.560240328,0.0,1.0,0.0,8.042068537409994,8.090708716,2023-08-20
4375,4375,49,minute.maid,19,0,2.99,0.187473187,0.319949969,0.038352638,10.80675383,0.10247191,0.346411721,0.431708991,3.439418592,2.272727273,1.807235771,0.920568958,0.0,1.0,0.0,7.760159570659991,7.592870288,2023-08-20
4376,4376,97,minute.maid,19,0,2.99,0.142433234,0.178182783,0.233612085,10.48374595,0.139324117,0.390218878,0.135732648,16.73439396,1.1875,2.520728232,0.271672959,0.0,1.0,0.0,7.936371460280004,7.98752448,2023-08-20
4377,4377,70,minute.maid,19,0,2.62,0.190235804,0.165669605,0.162860821,10.41235125,0.110542664,0.32772939,0.049271137,3.909329477,0.5,3.527768437,0.367773151,0.0,1.0,0.0,8.684323197369986,8.647519453,2023-08-20
4378,4378,113,dominicks,19,0,1.59,0.299352545,0.151592429,0.026448309,10.64766049,0.091559829,0.297514876,0.378173027,4.235048902,0.52173913,3.305794933,0.366915963,1.0,0.0,0.0,7.863448655559991,7.87245515,2023-08-20
4379,4379,81,minute.maid,19,0,2.99,0.181118938,0.234201612,0.073961623,10.71993585,0.088337065,0.42954279,0.478846154,3.768907476,0.791666667,1.132215571,0.379390304,0.0,1.0,0.0,8.470566187520008,8.378390789,2023-08-20
4380,4380,32,minute.maid,19,0,3.17,0.254953032,0.198259861,0.031938514,10.67447502,0.080251365,0.344152081,0.538346427,6.497971979,0.52173913,3.337253941,0.365659802,0.0,1.0,0.0,8.453482051750006,8.449342525,2023-08-20
4381,4381,54,minute.maid,19,0,2.99,0.090222278,0.421125644,0.046640859,10.91089788,0.103522408,0.43671875,0.646023263,4.899564267,1.333333333,1.963412365,0.645830051,0.0,1.0,0.0,8.02221769362999,7.965545573,2023-08-20
4382,4382,72,tropicana,19,0,3.56,0.283727688,0.268724553,0.04593884,10.71219307,0.101522843,0.331130976,0.571315163,3.002118069,0.857142857,1.696152707,0.644907796,0.0,0.0,1.0,8.945137031430008,8.954673629,2023-08-20
4383,4383,95,dominicks,19,0,1.59,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,1.0,0.0,0.0,7.160028419249996,6.797940413,2023-08-20
4384,4384,117,dominicks,19,0,1.59,0.110102729,0.249083542,0.049851894,10.76096203,0.106357795,0.439136251,0.352834113,3.434272274,1.4,1.849425028,0.498380462,1.0,0.0,0.0,7.389759809210003,7.203405521,2023-08-20
4385,4385,12,dominicks,19,0,1.59,0.178341405,0.253412969,0.380697988,9.996659083,0.057212416,0.390941597,0.386627907,9.198733552,1.111111111,0.83930322,0.10599881,1.0,0.0,0.0,7.726089182159987,7.592870288,2023-08-20
4386,4386,44,dominicks,19,0,1.59,0.190982776,0.329738388,0.037632074,10.86915875,0.116388096,0.340794382,0.64268521,6.134798707,0.615384615,1.64310311,0.539190205,1.0,0.0,0.0,7.1455750841299945,6.931471806,2023-08-20
4387,4387,111,dominicks,19,0,1.59,0.210512842,0.096928919,0.995690759,10.13828296,0.157135934,0.288515406,0.012746711,12.19094513,1.894736842,1.465672465,0.289203431,1.0,0.0,0.0,7.807194578429991,7.769800996,2023-08-20
4388,4388,45,tropicana,19,0,3.19,0.128857348,0.280150164,0.087233873,10.74537796,0.083717204,0.464112624,0.342017119,3.158816596,1.25,2.891890631,0.887524737,0.0,0.0,1.0,8.738632631329997,8.764053269,2023-08-20
4389,4389,97,dominicks,19,0,1.59,0.142433234,0.178182783,0.233612085,10.48374595,0.139324117,0.390218878,0.135732648,16.73439396,1.1875,2.520728232,0.271672959,1.0,0.0,0.0,7.084475243069992,6.643789733,2023-08-20
4390,4390,81,dominicks,19,0,1.59,0.181118938,0.234201612,0.073961623,10.71993585,0.088337065,0.42954279,0.478846154,3.768907476,0.791666667,1.132215571,0.379390304,1.0,0.0,0.0,7.269652953270006,7.154615357,2023-08-20
4391,4391,110,tropicana,19,0,3.66,0.114956688,0.167553191,0.152944449,10.52085999,0.161950632,0.404314087,0.232741256,8.458996675,0.954545455,2.335458124,0.321927182,0.0,0.0,1.0,8.21014265834999,8.166216269,2023-08-20
4392,4392,72,minute.maid,19,0,3.17,0.283727688,0.268724553,0.04593884,10.71219307,0.101522843,0.331130976,0.571315163,3.002118069,0.857142857,1.696152707,0.644907796,0.0,1.0,0.0,8.724186668270004,8.99516499,2023-08-20
4393,4393,71,minute.maid,19,0,3.17,0.26807087,0.159588077,0.074828009,10.40483843,0.075013729,0.303101737,0.163882428,6.673879403,1.45,1.818358986,0.266474174,0.0,1.0,0.0,7.533009176530007,7.154615357,2023-08-20
4394,4394,122,tropicana,19,0,3.19,0.061953911,0.255889066,0.078372885,10.77505285,0.125831821,0.425860127,0.280446271,2.597516352,0.6,2.752490308,0.238737607,0.0,0.0,1.0,9.007298048310018,9.114710141,2023-08-20
4395,4395,109,minute.maid,19,0,3.17,0.151055656,0.476916693,0.060687451,11.23319833,0.114171257,0.340806694,0.878804348,7.481499805,0.714285714,2.416943478,0.394100191,0.0,1.0,0.0,8.95014154421,8.987196821,2023-08-20
4396,4396,132,dominicks,19,0,1.59,0.139617348,0.264528441,0.273974204,10.61915425,0.129984231,0.352754754,0.148870968,2.312046161,1.5625,2.795615017,0.478339596,1.0,0.0,0.0,7.723418197349986,7.592870288,2023-08-20
4397,4397,109,dominicks,19,0,1.59,0.151055656,0.476916693,0.060687451,11.23319833,0.114171257,0.340806694,0.878804348,7.481499805,0.714285714,2.416943478,0.394100191,1.0,0.0,0.0,6.687981639039997,6.556778356,2023-08-20
4398,4398,45,minute.maid,19,0,2.62,0.128857348,0.280150164,0.087233873,10.74537796,0.083717204,0.464112624,0.342017119,3.158816596,1.25,2.891890631,0.887524737,0.0,1.0,0.0,8.098518700540003,8.070906089,2023-08-20
4399,4399,123,minute.maid,19,0,3.17,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,0.0,1.0,0.0,8.314278135789996,8.348537825,2023-08-20
4400,4400,114,minute.maid,19,0,2.62,0.182173295,0.094424515,0.441169508,10.34794899,0.111967075,0.307476963,0.009842116,4.935835625,1.454545455,3.239227061,0.147758687,0.0,1.0,0.0,8.502107747510006,8.476371197,2023-08-20
4401,4401,95,tropicana,19,0,3.56,0.230717504,0.085642082,0.096900007,10.38347245,0.105074321,0.292846213,0.042876284,8.551712371,1.428571429,2.007203953,0.489206218,0.0,0.0,1.0,7.974328391049991,7.87245515,2023-08-20
4402,4402,114,tropicana,19,0,3.04,0.182173295,0.094424515,0.441169508,10.34794899,0.111967075,0.307476963,0.009842116,4.935835625,1.454545455,3.239227061,0.147758687,0.0,0.0,1.0,8.80294388066001,8.903815212,2023-08-20
4403,4403,124,dominicks,19,0,1.59,0.119625811,0.261875835,0.572355861,10.25895677,0.12494986,0.348518562,0.416315588,6.328746874,0.727272727,1.793795763,0.202168946,1.0,0.0,0.0,7.924477367119993,8.184234774,2023-08-20
4404,4404,122,minute.maid,19,0,2.62,0.061953911,0.255889066,0.078372885,10.77505285,0.125831821,0.425860127,0.280446271,2.597516352,0.6,2.752490308,0.238737607,0.0,1.0,0.0,9.100186539959992,9.208739091,2023-08-20
4405,4405,123,tropicana,19,0,3.87,0.176040942,0.153191489,0.204809699,10.33410045,0.145040289,0.3115727,0.228675136,7.449993976,1.111111111,1.60714281,0.166802611,0.0,0.0,1.0,8.396683622179989,8.392989588,2023-08-20
4406,4406,8,dominicks,19,0,1.59,0.252394035,0.095173274,0.035243328,10.59700966,0.131749698,0.283074736,0.054227156,2.636332801,1.5,2.905384316,0.641015947,1.0,0.0,0.0,7.99107925463001,8.219326094,2023-08-20
4407,4407,21,minute.maid,19,0,2.62,0.066896458,0.17750345,0.105038777,10.71619397,0.164179104,0.406070931,0.123485737,0.267524672,1.05,1.953944431,0.602073176,0.0,1.0,0.0,8.031363446729996,7.965545573,2023-08-20
4408,4408,53,minute.maid,19,0,3.17,0.300278681,0.2703835,0.065722248,10.60000405,0.113686757,0.312635693,0.441323063,10.45970992,1.0,2.132004658,0.332950694,0.0,1.0,0.0,8.005997091829991,7.742402022,2023-08-20
4409,4409,59,dominicks,19,0,1.59,0.110818913,0.233036093,0.024246568,10.7150398,0.140676118,0.390696107,0.292651757,0.217274596,1.0,3.331154049,0.395539036,1.0,0.0,0.0,6.783451113420008,6.104793232,2023-08-20
4410,4410,76,dominicks,19,0,1.59,0.149192423,0.087711787,0.425324028,10.1406129,0.144373905,0.296352584,0.096330275,3.558380317,0.909090909,1.07563146,0.214416531,1.0,0.0,0.0,7.357758376529997,7.294377299,2023-08-20
4411,4411,129,dominicks,19,0,1.59,0.103412869,0.307842548,0.034128692,10.99986401,0.122080527,0.367876448,0.691439828,7.082314817,1.041666667,2.65687913,0.342210744,1.0,0.0,0.0,6.950985489279995,6.643789733,2023-08-20
4412,4412,67,dominicks,19,0,1.59,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,1.0,0.0,0.0,7.078277814209996,6.931471806,2023-08-20
4413,4413,33,tropicana,19,0,3.87,0.134169965,0.419688004,0.130127179,10.34592726,0.013506356,0.472308288,0.862559242,3.129556199,2.416666667,0.867215261,0.752824617,0.0,0.0,1.0,8.983239633319997,9.041685006,2023-08-20
4414,4414,89,dominicks,19,0,1.59,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,1.0,0.0,0.0,7.306531248839998,7.377758908,2023-08-20
4415,4415,40,tropicana,19,0,2.66,0.1818518,0.072128605,0.044053067,10.55025042,0.126812989,0.306107955,0.068989386,1.086386161,0.4,1.28992007,0.444661211,0.0,0.0,1.0,8.604867291810004,8.636219898,2023-08-20
4416,4416,76,minute.maid,19,0,2.62,0.149192423,0.087711787,0.425324028,10.1406129,0.144373905,0.296352584,0.096330275,3.558380317,0.909090909,1.07563146,0.214416531,0.0,1.0,0.0,8.347127560970002,8.378390789,2023-08-20
4417,4417,131,minute.maid,19,0,2.99,0.17065481,0.2713958,0.074656427,10.79353697,0.090100341,0.414841412,0.455995496,3.159728192,0.625,1.49003586,0.383226786,0.0,1.0,0.0,8.794819784480005,8.903815212,2023-08-20
4418,4418,2,tropicana,19,0,3.56,0.232864734,0.248934934,0.114279949,10.55320518,0.103953406,0.303585347,0.463887065,2.110122129,1.142857143,1.927279669,0.376926613,0.0,0.0,1.0,8.920168202170004,9.034080407,2023-08-20
4419,4419,52,tropicana,19,0,3.56,0.152241195,0.372927296,0.084898613,11.05101698,0.101976511,0.393476864,0.727728684,4.793439152,1.055555556,2.533671515,0.334511569,0.0,0.0,1.0,9.10895549163,9.227787286,2023-08-20
4420,4420,106,tropicana,19,0,3.66,0.109887349,0.157939308,0.19058587,10.50684678,0.146638759,0.367482993,0.099963249,6.250902694,0.904761905,0.991094709,0.103491755,0.0,0.0,1.0,7.328864915150007,7.154615357,2023-08-20
4421,4421,119,tropicana,19,0,3.04,0.121574965,0.279952033,0.049584956,10.75271926,0.089350352,0.462266179,0.459405941,2.213790697,1.153846154,2.71959438,0.722367357,0.0,0.0,1.0,8.913498650700014,8.929567708,2023-08-20
4422,4422,89,minute.maid,19,0,2.99,0.205811359,0.053349435,0.353053696,10.30811898,0.158335448,0.297890415,0.00250941,7.139074251,1.526315789,1.734594238,0.232061895,0.0,1.0,0.0,8.018428372830002,7.82244473,2023-08-20
4423,4423,67,tropicana,19,0,3.04,0.210272984,0.284394654,0.050539779,10.79695991,0.101871469,0.385157627,0.376326075,1.63276453,1.785714286,1.929939975,1.143366607,0.0,0.0,1.0,8.620101338210006,8.68067166,2023-08-20
4424,4424,84,dominicks,19,0,1.59,0.122100005,0.188094318,0.02963639,10.76561773,0.161592506,0.346358237,0.491441083,0.966161669,1.684210526,1.582358998,0.618634025,1.0,0.0,0.0,7.246861854249997,7.416979621,2023-08-20
4425,4425,77,tropicana,19,0,3.19,0.10110045,0.376871097,0.073507887,10.98312087,0.118093174,0.414163823,0.624113475,1.875487675,1.176470588,2.510313339,0.554352329,0.0,0.0,1.0,8.79793215889001,8.859363449,2023-08-20
4426,4426,116,minute.maid,19,0,2.99,0.18817339,0.259224748,0.033137058,10.69711335,0.117657192,0.35563513,0.308160505,3.215079635,1.666666667,1.55776418,0.812883335,0.0,1.0,0.0,7.836262383209995,7.685243608,2023-08-20
4427,4427,112,dominicks,19,0,1.59,0.08972372,0.329898517,0.069710243,10.88265918,0.096660967,0.440164355,0.56065207,3.101112587,0.535714286,3.017842945,0.311666297,1.0,0.0,0.0,8.024673128309994,8.236420527,2023-08-20
